Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Metabolism of proteins	HIPK2	0.054631409	0.008375379
Metabolism of proteins	HLTF	0.060694874	0.008375379
Metabolism of proteins	HMGN2	0.058515015	0.008375379
Metabolism of proteins	HSD17B10	0.070035051	0.008375379
Metabolism of proteins	HSP90B1	0.074827187	0.008375379
Metabolism of proteins	HSPA9	0.066805941	0.008375379
Metabolism of proteins	IGBP1	0.101945584	0.008375379
Metabolism of proteins	IMPDH2	0.093730042	0.008375379
Metabolism of proteins	KDM2B	0.140055644	0.008375379
Metabolism of proteins	KIF2C	0.056194151	0.008375379
Metabolism of proteins	KLHL24	0.100291573	0.008375379
Metabolism of proteins	KPNA3	0.062804542	0.008375379
Metabolism of proteins	LDHB	0.117876502	0.008375379
Metabolism of proteins	LETMD1	0.063488609	0.008375379
Metabolism of proteins	LMAN1	0.072801223	0.008375379
Metabolism of proteins	LSM6	0.075365181	0.008375379
Metabolism of proteins	LSM8	0.091680397	0.008375379
Metabolism of proteins	LTA4H	0.103958328	0.008375379
Metabolism of proteins	MAPK8IP3	0.067465013	0.008375379
Metabolism of proteins	MKNK2	0.106317654	0.008375379
Metabolism of proteins	NAA38	0.087941773	0.008375379
Metabolism of proteins	NAP1L1	0.126959305	0.008375379
Metabolism of proteins	NAXE	0.055621755	0.008375379
Metabolism of proteins	NCOA3	0.159723545	0.008375379
Metabolism of proteins	NCOR1	0.103790421	0.008375379
Metabolism of proteins	NDUFB9	0.101580248	0.008375379
Metabolism of proteins	NEK1	0.054724178	0.008375379
Metabolism of proteins	NFAT5	0.066911652	0.008375379
Metabolism of proteins	NME1	0.081153959	0.008375379
Metabolism of proteins	NOB1	0.082733157	0.008375379
Metabolism of proteins	NUP107	0.050754867	0.008375379
Metabolism of proteins	ORC4	0.057425409	0.008375379
Metabolism of proteins	OTUB1	0.079561141	0.008375379
Metabolism of proteins	OXA1L	0.112400762	0.008375379
Metabolism of proteins	PA2G4	0.075704214	0.008375379
Metabolism of proteins	PARP1	0.107082213	0.008375379
Metabolism of proteins	PCGF5	0.098325663	0.008375379
Metabolism of proteins	PCLAF	0.053746629	0.008375379
Metabolism of proteins	PDCD6	0.109044638	0.008375379
Metabolism of proteins	PGK1	0.08252467	0.008375379
Metabolism of proteins	PGLS	0.107456349	0.008375379
Metabolism of proteins	PIN1	0.052179795	0.008375379
Metabolism of proteins	PLAGL1	0.07930342	0.008375379
Metabolism of proteins	PMPCB	0.089419747	0.008375379
Metabolism of proteins	POLR1D	0.130809647	0.008375379
Metabolism of proteins	PPP2CA	0.083508743	0.008375379
Metabolism of proteins	PPP2R2A	0.050924903	0.008375379
Metabolism of proteins	PSMG2	0.090354743	0.008375379
Metabolism of proteins	RAB13	0.115791672	0.008375379
Metabolism of proteins	RAB1A	0.077400454	0.008375379
Metabolism of proteins	RAB27A	0.054850865	0.008375379
Metabolism of proteins	RAB4A	0.065843507	0.008375379
Metabolism of proteins	RAB5A	0.056770182	0.008375379
Metabolism of proteins	RAB8B	0.113306625	0.008375379
Metabolism of proteins	RABEP1	0.100501816	0.008375379
Metabolism of proteins	RAD23B	0.112530252	0.008375379
Metabolism of proteins	RANBP1	0.087780125	0.008375379
Metabolism of proteins	RB1	0.083564154	0.008375379
Metabolism of proteins	RBM17	0.107693252	0.008375379
Metabolism of proteins	RBM25	0.094763312	0.008375379
Metabolism of proteins	RBM39	0.075646111	0.008375379
Metabolism of proteins	RBX1	0.112276462	0.008375379
Metabolism of proteins	RNFT1	0.054496138	0.008375379
Metabolism of proteins	RPL23	0.093566887	0.008375379
Metabolism of proteins	RPL26L1	0.059919959	0.008375379
Metabolism of proteins	RPL7L1	0.052913264	0.008375379
Metabolism of proteins	RPS10	0.064368526	0.008375379
Metabolism of proteins	RPS20	0.107097603	0.008375379
Metabolism of proteins	RPS27L	0.128918165	0.008375379
Metabolism of proteins	RSL1D1	0.100669276	0.008375379
Metabolism of proteins	RSRC1	0.054627357	0.008375379
Metabolism of proteins	SAMHD1	0.012599704	0.008375379
Metabolism of proteins	SERBP1	0.100774529	0.008375379
Metabolism of proteins	SF1	0.054422245	0.008375379
Metabolism of proteins	SF3B5	0.105826836	0.008375379
Metabolism of proteins	SHMT2	0.08792084	0.008375379
Metabolism of proteins	SLC25A13	0.056580047	0.008375379
Metabolism of proteins	SLC25A6	0.093545375	0.008375379
Metabolism of proteins	SMC5	0.074744084	0.008375379
Metabolism of proteins	SMC6	0.15249467	0.008375379
Metabolism of proteins	SND1	0.098216116	0.008375379
Metabolism of proteins	SNRNP70	0.063268197	0.008375379
Metabolism of proteins	SPAG9	0.051030244	0.008375379
Metabolism of proteins	SRRT	0.052520875	0.008375379
Metabolism of proteins	STMN1	0.069334745	0.008375379
Metabolism of proteins	SUMO2	0.098055362	0.008375379
Metabolism of proteins	TBCB	0.061751091	0.008375379
Metabolism of proteins	TCERG1	0.063380992	0.008375379
Metabolism of proteins	TDG	0.062430565	0.008375379
Metabolism of proteins	TFAM	0.068154614	0.008375379
Metabolism of proteins	TLK1	0.096584276	0.008375379
Metabolism of proteins	TMED10	0.052524008	0.008375379
Metabolism of proteins	TMEM219	0.066389715	0.008375379
Metabolism of proteins	TNFAIP8	0.113792178	0.008375379
Metabolism of proteins	TOP1	0.06910476	0.008375379
Metabolism of proteins	TOP2A	0.070716138	0.008375379
Metabolism of proteins	TOP2B	0.104650389	0.008375379
Metabolism of proteins	TRAM1	0.064403697	0.008375379
Metabolism of proteins	TRAPPC8	0.050401389	0.008375379
Metabolism of proteins	TUBA1A	0.141119817	0.008375379
Metabolism of proteins	TUBA1C	0.072511499	0.008375379
Metabolism of proteins	UBE2G1	0.07139078	0.008375379
Metabolism of proteins	UBE2I	0.098068785	0.008375379
Metabolism of proteins	UBE2R2	0.098859156	0.008375379
Metabolism of proteins	UBXN1	0.118662817	0.008375379
Metabolism of proteins	UIMC1	0.060679085	0.008375379
Metabolism of proteins	USP1	0.068767376	0.008375379
Metabolism of proteins	USP24	0.073506718	0.008375379
Metabolism of proteins	VCP	0.080411999	0.008375379
Metabolism of proteins	VIRMA	0.065993804	0.008375379
Metabolism of proteins	VRK1	0.052198947	0.008375379
Metabolism of proteins	WDR44	0.062537652	0.008375379
Metabolism of proteins	WWP2	0.052379205	0.008375379
Metabolism of proteins	XPO6	0.092490462	0.008375379
Metabolism of proteins	YBX3	0.072573896	0.008375379
Metabolism of proteins	YWHAH	0.11737514	0.008375379
Metabolism of proteins	ZNF22	0.060453306	0.008375379
Metabolism of proteins	ZNF277	0.065262385	0.008375379
Metabolism of proteins	ZNF581	0.099107434	0.008375379
Metabolism	ACSL1	0.071618081	0.005300132
Metabolism	ADSL	0.069858504	0.005300132
Metabolism	ALOX5AP	0.082494772	0.005300132
Metabolism	ARHGAP25	0.101281354	0.005300132
Metabolism	CAPNS1	0.111100196	0.005300132
Metabolism	CXCR5	0.055216487	0.005300132
Metabolism	GGCT	0.080783603	0.005300132
Metabolism	GM2A	0.082500963	0.005300132
Metabolism	HIF1A	0.106877166	0.005300132
Metabolism	IFI35	0.028627895	0.005300132
Metabolism	IFITM3	0.023763861	0.005300132
Metabolism	KYNU	0.077725377	0.005300132
Metabolism	LAP3	0.041943884	0.005300132
Metabolism	MAGT1	0.055113559	0.005300132
Metabolism	MAP3K14	0.121073937	0.005300132
Metabolism	MAP3K8	0.115981599	0.005300132
Metabolism	NAMPT	0.039838185	0.005300132
Metabolism	PFKFB3	0.072077561	0.005300132
Metabolism	PIK3CD	0.148625256	0.005300132
Metabolism	PIK3R1	0.095115158	0.005300132
Metabolism	PLCG2	0.090755066	0.005300132
Metabolism	PLEK	0.124558744	0.005300132
Metabolism	PRDX2	0.061895215	0.005300132
Metabolism	PSMD4	0.085282699	0.005300132
Metabolism	RPS6KA1	0.05262122	0.005300132
Metabolism	SERPINB9	0.093993147	0.005300132
Metabolism	SLIRP	0.105458631	0.005300132
Metabolism	SMS	0.128923161	0.005300132
Metabolism	SQOR	0.071111713	0.005300132
Metabolism	SREBF2	0.0962984	0.005300132
Metabolism	SSR1	0.065440562	0.005300132
Metabolism	SSR2	0.087204404	0.005300132
Metabolism	SSR3	0.072409686	0.005300132
Metabolism	TEC	0.07950373	0.005300132
Metabolism	TNFRSF4	0.096372857	0.005300132
Metabolism	TNFRSF9	0.084634362	0.005300132
Metabolism	TNFSF4	0.127730124	0.005300132
Metabolism	TYMS	0.086331792	0.005300132
Metabolism	VDAC2	0.123484833	0.005300132
Metabolism	ACSL4	0.055418347	0.005300132
Metabolism	ANXA5	0.109466777	0.005300132
Metabolism	ARHGAP15	0.087628581	0.005300132
Metabolism	ARL8B	0.100834144	0.005300132
Metabolism	ATP5F1A	0.099229227	0.005300132
Metabolism	ATP5F1B	0.115335825	0.005300132
Metabolism	ATP5F1C	0.116962412	0.005300132
Metabolism	ATP5MC2	0.082207781	0.005300132
Metabolism	ATP6V0B	0.08434088	0.005300132
Metabolism	CORO1C	0.071994256	0.005300132
Metabolism	CUEDC2	0.089008066	0.005300132
Metabolism	ESD	0.087505354	0.005300132
Metabolism	GNA13	0.062795172	0.005300132
Metabolism	HERC6	0.014430605	0.005300132
Metabolism	HPRT1	0.074930823	0.005300132
Metabolism	LAMTOR3	0.076682607	0.005300132
Metabolism	LAMTOR5	0.125230352	0.005300132
Metabolism	MYH10	0.06017111	0.005300132
Metabolism	PDE4B	0.042558338	0.005300132
Metabolism	PI4KA	0.057342894	0.005300132
Metabolism	PICALM	0.09364837	0.005300132
Metabolism	PIK3CG	0.073909373	0.005300132
Metabolism	PPP1CA	0.100733628	0.005300132
Metabolism	PPP1R12A	0.108261722	0.005300132
Metabolism	PPP3CC	0.084320212	0.005300132
Metabolism	PPP3R1	0.059495041	0.005300132
Metabolism	PTEN	0.074511266	0.005300132
Metabolism	PTPN1	0.10680333	0.005300132
Metabolism	S100A10	0.132094115	0.005300132
Metabolism	S100A11	0.110789857	0.005300132
Metabolism	S100A4	0.137419333	0.005300132
Metabolism	S100A6	0.123856683	0.005300132
Metabolism	SDHD	0.065103435	0.005300132
Metabolism	SHOC2	0.098162259	0.005300132
Metabolism	TATDN1	0.051041868	0.005300132
Metabolism	UQCR11	0.124081361	0.005300132
Metabolism	VAPA	0.068179865	0.005300132
Metabolism	ACBD6	0.079677598	0.005300132
Metabolism	B3GNT2	0.074862591	0.005300132
Metabolism	C1QBP	0.098332656	0.005300132
Metabolism	CBR1	0.082284736	0.005300132
Metabolism	EIF1AX	0.069404773	0.005300132
Metabolism	EIF3K	0.119116505	0.005300132
Metabolism	EIF5	0.118721687	0.005300132
Metabolism	EMC4	0.061828288	0.005300132
Metabolism	ETFA	0.110387332	0.005300132
Metabolism	FDFT1	0.128233368	0.005300132
Metabolism	IMPDH2	0.093730042	0.005300132
Metabolism	LDHB	0.117876502	0.005300132
Metabolism	NAXE	0.055621755	0.005300132
Metabolism	NDUFB9	0.101580248	0.005300132
Metabolism	NFAT5	0.066911652	0.005300132
Metabolism	NME1	0.081153959	0.005300132
Metabolism	PCLAF	0.053746629	0.005300132
Metabolism	PDCD6	0.109044638	0.005300132
Metabolism	PGK1	0.08252467	0.005300132
Metabolism	PGLS	0.107456349	0.005300132
Metabolism	PMPCB	0.089419747	0.005300132
Metabolism	PPP2R2A	0.050924903	0.005300132
Metabolism	SERBP1	0.100774529	0.005300132
Metabolism	TBCB	0.061751091	0.005300132
Metabolism	TRAM1	0.064403697	0.005300132
Metabolism	WDR44	0.062537652	0.005300132
Metabolism	ACLY	0.053151322	0.005300132
Metabolism	AGL	0.050308367	0.005300132
Metabolism	ATIC	0.078242004	0.005300132
Metabolism	CAPG	0.143709878	0.005300132
Metabolism	GLOD4	0.0844818	0.005300132
Metabolism	LSM3	0.055811009	0.005300132
Metabolism	MRM2	0.060791712	0.005300132
Metabolism	NUP58	0.054774402	0.005300132
Metabolism	PPP1CC	0.079082511	0.005300132
Metabolism	SNRPD2	0.084648967	0.005300132
Metabolism	UCK2	0.05306832	0.005300132
Metabolism	AP2S1	0.101771484	0.005300132
Metabolism	CHKB	0.056674584	0.005300132
Metabolism	MYCBP2	0.100054978	0.005300132
Metabolism	PAPSS1	0.078011888	0.005300132
Metabolism	PCBD1	0.06967686	0.005300132
Metabolism	PPP2R5C	0.086378057	0.005300132
Metabolism	RRM1	0.056646367	0.005300132
Metabolism	TWF2	0.11270205	0.005300132
Metabolism	BCL11A	0.08451082	0.005300132
Metabolism	GTF3A	0.060649058	0.005300132
Metabolism	PGAM1	0.12669025	0.005300132
Metabolism	RNPEP	0.054480036	0.005300132
Metabolism	SLC25A5	0.107384307	0.005300132
Metabolism	ABHD17A	0.052967144	0.005300132
Metabolism	ACAT1	0.051218523	0.005300132
Metabolism	ACYP2	0.075233093	0.005300132
Metabolism	ADA	0.186302344	0.005300132
Metabolism	AGPAT3	0.064310173	0.005300132
Metabolism	AK2	0.051732984	0.005300132
Metabolism	AKR1B1	0.096540973	0.005300132
Metabolism	ANXA7	0.074713848	0.005300132
Metabolism	APOC1	0.06856269	0.005300132
Metabolism	BNIP2	0.084145141	0.005300132
Metabolism	BNIP3	0.053797941	0.005300132
Metabolism	CERT1	0.069580905	0.005300132
Metabolism	CHD6	0.095202916	0.005300132
Metabolism	CLDND1	0.051378358	0.005300132
Metabolism	CLIC4	0.071243942	0.005300132
Metabolism	CNN2	0.084885225	0.005300132
Metabolism	COTL1	0.113931692	0.005300132
Metabolism	COX4I1	0.06113016	0.005300132
Metabolism	COX5A	0.102754793	0.005300132
Metabolism	COX5B	0.095738057	0.005300132
Metabolism	COX6A1	0.101041074	0.005300132
Metabolism	COX6C	0.093226132	0.005300132
Metabolism	COX7A2	0.106783025	0.005300132
Metabolism	COX7A2L	0.12973714	0.005300132
Metabolism	COX8A	0.09756027	0.005300132
Metabolism	CYC1	0.105806582	0.005300132
Metabolism	DBI	0.092925833	0.005300132
Metabolism	DUT	0.075050051	0.005300132
Metabolism	FH	0.053546145	0.005300132
Metabolism	GMIP	0.058249058	0.005300132
Metabolism	GOLIM4	0.086415203	0.005300132
Metabolism	HERPUD2	0.059369607	0.005300132
Metabolism	HEXA	0.079796489	0.005300132
Metabolism	HK1	0.057666134	0.005300132
Metabolism	HTATIP2	0.066246877	0.005300132
Metabolism	IDH2	0.070847512	0.005300132
Metabolism	NDUFB5	0.107049428	0.005300132
Metabolism	NDUFS3	0.058395919	0.005300132
Metabolism	NDUFS5	0.094695468	0.005300132
Metabolism	NDUFS8	0.091185488	0.005300132
Metabolism	NDUFV2	0.115952457	0.005300132
Metabolism	NSRP1	0.054643247	0.005300132
Metabolism	OSBP	0.071823478	0.005300132
Metabolism	PAFAH1B1	0.102757572	0.005300132
Metabolism	PDE8A	0.072528257	0.005300132
Metabolism	PKIG	0.088208346	0.005300132
Metabolism	PLIN2	0.073052418	0.005300132
Metabolism	PNP	0.071830299	0.005300132
Metabolism	PPP1R2	0.098319426	0.005300132
Metabolism	PRDX1	0.075947571	0.005300132
Metabolism	PRMT2	0.099533445	0.005300132
Metabolism	PTGES2	0.084086623	0.005300132
Metabolism	RDX	0.128312624	0.005300132
Metabolism	SDHA	0.058762185	0.005300132
Metabolism	SFI1	0.058842036	0.005300132
Metabolism	SGPP1	0.054684336	0.005300132
Metabolism	SLC39A9	0.093225889	0.005300132
Metabolism	SNX10	0.096036768	0.005300132
Metabolism	SNX14	0.085716973	0.005300132
Metabolism	TAGLN2	0.073056723	0.005300132
Metabolism	TFEB	0.126042176	0.005300132
Metabolism	TTC3	0.109274771	0.005300132
Metabolism	UCP2	0.065285246	0.005300132
Metabolism	UQCR10	0.100339169	0.005300132
Metabolism	UQCRB	0.092731585	0.005300132
Metabolism	UQCRC1	0.058564239	0.005300132
Metabolism	UQCRC2	0.073780851	0.005300132
Metabolism	UQCRFS1	0.089642892	0.005300132
Metabolism	UQCRH	0.132942936	0.005300132
Metabolism	UQCRQ	0.100018113	0.005300132
Metabolism	ZRANB2	0.059635099	0.005300132
Programmed Cell Death	APOL6	0.015659317	0.00521648
Programmed Cell Death	ATXN3	0.057733677	0.00521648
Programmed Cell Death	BCL2	0.09665885	0.00521648
Programmed Cell Death	BCL2A1	0.054276642	0.00521648
Programmed Cell Death	BIRC3	0.091144123	0.00521648
Programmed Cell Death	CASP7	0.014323232	0.00521648
Programmed Cell Death	CD70	0.164279725	0.00521648
Programmed Cell Death	CFLAR	0.149819667	0.00521648
Programmed Cell Death	DAPP1	0.097298693	0.00521648
Programmed Cell Death	FAS	0.049971126	0.00521648
Programmed Cell Death	HUWE1	0.084755558	0.00521648
Programmed Cell Death	IL6ST	0.057198034	0.00521648
Programmed Cell Death	MCL1	0.068127095	0.00521648
Programmed Cell Death	NFATC3	0.085680752	0.00521648
Programmed Cell Death	PMAIP1	0.077424043	0.00521648
Programmed Cell Death	PSMA1	0.112812955	0.00521648
Programmed Cell Death	PSMA3	0.054566245	0.00521648
Programmed Cell Death	PSMA4	0.067727664	0.00521648
Programmed Cell Death	PSMB10	0.05115431	0.00521648
Programmed Cell Death	PSMB8	0.094366971	0.00521648
Programmed Cell Death	PSMC1	0.057978251	0.00521648
Programmed Cell Death	PSMC5	0.056333356	0.00521648
Programmed Cell Death	PSMC6	0.067207533	0.00521648
Programmed Cell Death	PSMD1	0.064573995	0.00521648
Programmed Cell Death	PSMD11	0.061940943	0.00521648
Programmed Cell Death	PSMD12	0.052945483	0.00521648
Programmed Cell Death	PSMD13	0.067394135	0.00521648
Programmed Cell Death	PSMD2	0.069288124	0.00521648
Programmed Cell Death	PSMD3	0.050968776	0.00521648
Programmed Cell Death	PSMD4	0.085282699	0.00521648
Programmed Cell Death	PSMD6	0.077239721	0.00521648
Programmed Cell Death	PSMD7	0.073940439	0.00521648
Programmed Cell Death	PTPN2	0.032582858	0.00521648
Programmed Cell Death	RAD23A	0.074714905	0.00521648
Programmed Cell Death	RNF10	0.056909839	0.00521648
Programmed Cell Death	TNFRSF14	0.101511008	0.00521648
Programmed Cell Death	TNFSF10	0.001989871	0.00521648
Programmed Cell Death	UBB	0.090196493	0.00521648
Programmed Cell Death	UBC	0.087137658	0.00521648
Programmed Cell Death	UBE2V1	0.066432222	0.00521648
Programmed Cell Death	XAF1	0.012344343	0.00521648
Programmed Cell Death	YWHAQ	0.083779386	0.00521648
Programmed Cell Death	AHNAK	0.110378042	0.00521648
Programmed Cell Death	CASP3	0.082017633	0.00521648
Programmed Cell Death	CASP8	0.044266869	0.00521648
Programmed Cell Death	CDCA8	0.050062498	0.00521648
Programmed Cell Death	CSNK1A1	0.105416024	0.00521648
Programmed Cell Death	EZR	0.088098148	0.00521648
Programmed Cell Death	FKBP8	0.075707319	0.00521648
Programmed Cell Death	KIF5B	0.084134868	0.00521648
Programmed Cell Death	MFN1	0.050267585	0.00521648
Programmed Cell Death	RIPK1	0.026716514	0.00521648
Programmed Cell Death	UBE3A	0.110606088	0.00521648
Programmed Cell Death	YWHAE	0.097487295	0.00521648
Programmed Cell Death	DCAF7	0.090395416	0.00521648
Programmed Cell Death	DDB1	0.060278802	0.00521648
Programmed Cell Death	FAF1	0.052215974	0.00521648
Programmed Cell Death	PSMG2	0.090354743	0.00521648
Programmed Cell Death	RAB13	0.115791672	0.00521648
Programmed Cell Death	RAD23B	0.112530252	0.00521648
Programmed Cell Death	VIRMA	0.065993804	0.00521648
Programmed Cell Death	YWHAH	0.11737514	0.00521648
Programmed Cell Death	BCL2L1	0.099514492	0.00521648
Programmed Cell Death	BCL2L11	0.144033225	0.00521648
Programmed Cell Death	CCNB1	0.072154739	0.00521648
Programmed Cell Death	CCNB2	0.071663191	0.00521648
Programmed Cell Death	HTRA2	0.050657546	0.00521648
Programmed Cell Death	HMGB2	0.072092668	0.00521648
Programmed Cell Death	HTT	0.079572247	0.00521648
Programmed Cell Death	MYSM1	0.053677861	0.00521648
Programmed Cell Death	NSD1	0.076942592	0.00521648
Programmed Cell Death	AK2	0.051732984	0.00521648
Programmed Cell Death	AKR1B1	0.096540973	0.00521648
Programmed Cell Death	BNIP3	0.053797941	0.00521648
Programmed Cell Death	TTF2	0.071121755	0.00521648
Programmed Cell Death	YWHAB	0.110483269	0.00521648
Programmed Cell Death	BID	0.142038678	0.00521648
Programmed Cell Death	PRKCE	0.156123548	0.00521648
Programmed Cell Death	RIOK3	0.110119629	0.00521648
Programmed Cell Death	SLFN5	0.082710867	0.00521648
Disease	AKT3	0.10974114	0.002896826
Disease	B2M	-0.005919117	0.002896826
Disease	BECN1	0.05874935	0.002896826
Disease	CCR7	0.152481573	0.002896826
Disease	CDK4	0.072101345	0.002896826
Disease	CDKN1A	0.119102456	0.002896826
Disease	CKS1B	0.059499783	0.002896826
Disease	CTSH	0.184085835	0.002896826
Disease	DTX1	0.086543264	0.002896826
Disease	EIF2AK2	0.0783397	0.002896826
Disease	ELOB	0.094467023	0.002896826
Disease	FBXW11	0.080704338	0.002896826
Disease	GCH1	0.025946983	0.002896826
Disease	GGCT	0.080783603	0.002896826
Disease	GTF2A2	0.105897307	0.002896826
Disease	IFI16	0.089183546	0.002896826
Disease	ILK	0.090776644	0.002896826
Disease	KPNA4	0.070756892	0.002896826
Disease	KPNA6	0.063539495	0.002896826
Disease	LY86	0.055439044	0.002896826
Disease	MAGT1	0.055113559	0.002896826
Disease	MAP3K1	0.075452327	0.002896826
Disease	MYD88	0.029607783	0.002896826
Disease	NFKBIZ	0.077905892	0.002896826
Disease	PAICS	0.072195132	0.002896826
Disease	PDPK1	0.054625386	0.002896826
Disease	PELI1	0.084778034	0.002896826
Disease	PFKFB3	0.072077561	0.002896826
Disease	PIK3AP1	0.071129754	0.002896826
Disease	PIK3CA	0.073574804	0.002896826
Disease	PIK3CD	0.148625256	0.002896826
Disease	PIK3R1	0.095115158	0.002896826
Disease	PIK3R5	0.06324475	0.002896826
Disease	PPP1R15A	0.087303673	0.002896826
Disease	PSMA1	0.112812955	0.002896826
Disease	PSMC5	0.056333356	0.002896826
Disease	PSMD13	0.067394135	0.002896826
Disease	PSMD2	0.069288124	0.002896826
Disease	PSMD4	0.085282699	0.002896826
Disease	PSMD6	0.077239721	0.002896826
Disease	PSMD7	0.073940439	0.002896826
Disease	PTPN2	0.032582858	0.002896826
Disease	RAN	0.088933028	0.002896826
Disease	RAP1A	0.135307398	0.002896826
Disease	RAP1B	0.105348006	0.002896826
Disease	RRAS2	0.076011722	0.002896826
Disease	SAMD9L	0.044963748	0.002896826
Disease	SOCS3	0.011824215	0.002896826
Disease	SP110	0.101011055	0.002896826
Disease	SQSTM1	0.117148933	0.002896826
Disease	SSR1	0.065440562	0.002896826
Disease	TAX1BP1	0.118372135	0.002896826
Disease	TGIF1	0.066611532	0.002896826
Disease	TMEM59	0.071188613	0.002896826
Disease	TNFAIP3	0.1282623	0.002896826
Disease	TNIP1	0.142636947	0.002896826
Disease	TRIM14	0.012151103	0.002896826
Disease	TRIM22	0.099825562	0.002896826
Disease	TSPO	0.145344838	0.002896826
Disease	UBB	0.090196493	0.002896826
Disease	USP8	0.087857026	0.002896826
Disease	ZC3HAV1	0.093241429	0.002896826
Disease	ANXA2	0.124175497	0.002896826
Disease	AP2M1	0.083675546	0.002896826
Disease	APBB1IP	0.091020586	0.002896826
Disease	APC	0.087470535	0.002896826
Disease	ATP2B1	0.082147878	0.002896826
Disease	BMPR2	0.073694088	0.002896826
Disease	BRAF	0.060485977	0.002896826
Disease	CAMLG	0.098207524	0.002896826
Disease	CCND2	0.102321365	0.002896826
Disease	CD83	0.082893209	0.002896826
Disease	CSK	0.086175047	0.002896826
Disease	CTBP1	0.082465799	0.002896826
Disease	EPS15	0.124392426	0.002896826
Disease	ERC1	0.124375164	0.002896826
Disease	FLNA	0.100399182	0.002896826
Disease	FXR1	0.064946392	0.002896826
Disease	GNA13	0.062795172	0.002896826
Disease	GOLGB1	0.120921363	0.002896826
Disease	GTF2I	0.124893869	0.002896826
Disease	IKZF3	0.120168176	0.002896826
Disease	KRAS	0.161529734	0.002896826
Disease	MAML2	0.124050069	0.002896826
Disease	MAP2K1	0.079830259	0.002896826
Disease	MAP2K2	0.102185277	0.002896826
Disease	MAP2K5	0.05685156	0.002896826
Disease	MAPK1	0.108274062	0.002896826
Disease	MARK3	0.067869326	0.002896826
Disease	MITD1	0.06803498	0.002896826
Disease	MKLN1	0.08473184	0.002896826
Disease	PEA15	0.061849619	0.002896826
Disease	PHF21A	0.075182315	0.002896826
Disease	PIK3CG	0.073909373	0.002896826
Disease	PPP1CA	0.100733628	0.002896826
Disease	PPP1R12A	0.108261722	0.002896826
Disease	PPP3CA	0.117048584	0.002896826
Disease	PPP3CC	0.084320212	0.002896826
Disease	PPP3R1	0.059495041	0.002896826
Disease	PRKCD	0.076085895	0.002896826
Disease	PSIP1	0.12689246	0.002896826
Disease	PTTG1	0.090333219	0.002896826
Disease	QKI	0.072675761	0.002896826
Disease	RALBP1	0.093665868	0.002896826
Disease	RANBP2	0.070204607	0.002896826
Disease	RCOR3	0.058541063	0.002896826
Disease	S100A10	0.132094115	0.002896826
Disease	S100A4	0.137419333	0.002896826
Disease	S100A6	0.123856683	0.002896826
Disease	SHOC2	0.098162259	0.002896826
Disease	SKAP1	0.089851934	0.002896826
Disease	SP3	0.056998425	0.002896826
Disease	TCF7	0.082286336	0.002896826
Disease	TRAK1	0.093774204	0.002896826
Disease	UGCG	0.078377872	0.002896826
Disease	VPS41	0.0945596	0.002896826
Disease	VPS8	0.059624528	0.002896826
Disease	XPO1	0.072033128	0.002896826
Disease	ZMYM2	0.065288641	0.002896826
Disease	CARM1	0.05546665	0.002896826
Disease	CDC37	0.073010317	0.002896826
Disease	CREBBP	0.050366539	0.002896826
Disease	DNAJA1	0.096727491	0.002896826
Disease	EDF1	0.092007002	0.002896826
Disease	EIF3I	0.083665511	0.002896826
Disease	EP300	0.051449403	0.002896826
Disease	ERAL1	0.088679052	0.002896826
Disease	HDAC3	0.053194233	0.002896826
Disease	HSPA9	0.066805941	0.002896826
Disease	IGBP1	0.101945584	0.002896826
Disease	KIF2C	0.056194151	0.002896826
Disease	KPNA3	0.062804542	0.002896826
Disease	LETMD1	0.063488609	0.002896826
Disease	NCOR1	0.103790421	0.002896826
Disease	NUP107	0.050754867	0.002896826
Disease	PA2G4	0.075704214	0.002896826
Disease	PGLS	0.107456349	0.002896826
Disease	PPP2CA	0.083508743	0.002896826
Disease	PPP2R2A	0.050924903	0.002896826
Disease	RAB1A	0.077400454	0.002896826
Disease	RAB4A	0.065843507	0.002896826
Disease	RABEP1	0.100501816	0.002896826
Disease	RANBP1	0.087780125	0.002896826
Disease	SHMT2	0.08792084	0.002896826
Disease	SND1	0.098216116	0.002896826
Disease	UBE2G1	0.07139078	0.002896826
Disease	VCP	0.080411999	0.002896826
Disease	APEX1	0.107405649	0.002896826
Disease	BANF1	0.073475695	0.002896826
Disease	MRE11	0.057657825	0.002896826
Disease	MSH2	0.079024044	0.002896826
Disease	MYC	0.083957902	0.002896826
Disease	NBN	0.079780301	0.002896826
Disease	NOLC1	0.055060865	0.002896826
Disease	NUP214	0.053738384	0.002896826
Disease	NUP58	0.054774402	0.002896826
Disease	NUP93	0.054211521	0.002896826
Disease	NUP98	0.063623087	0.002896826
Disease	PPP1CC	0.079082511	0.002896826
Disease	PRKDC	0.11487067	0.002896826
Disease	PRMT1	0.062094592	0.002896826
Disease	RAE1	0.053917224	0.002896826
Disease	RPA1	0.072903952	0.002896826
Disease	SH3GLB1	0.074056754	0.002896826
Disease	SMC4	0.077931553	0.002896826
Disease	STRAP	0.05672541	0.002896826
Disease	TOPBP1	0.069159138	0.002896826
Disease	TPR	0.10182694	0.002896826
Disease	XRCC5	0.103852159	0.002896826
Disease	AKAP9	0.096735325	0.002896826
