Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Metabolism of proteins	FDFT1	0.121542212	0.008586052
Metabolism of proteins	GAPDH	0.110080466	0.008586052
Metabolism of proteins	GAPVD1	0.093174356	0.008586052
Metabolism of proteins	GART	0.087101761	0.008586052
Metabolism of proteins	GFPT1	0.060026648	0.008586052
Metabolism of proteins	GOLGA2	0.050671189	0.008586052
Metabolism of proteins	GOPC	0.062221585	0.008586052
Metabolism of proteins	GSPT1	0.130358073	0.008586052
Metabolism of proteins	GSS	0.097466374	0.008586052
Metabolism of proteins	HAUS4	0.096414044	0.008586052
Metabolism of proteins	HDAC1	0.113798635	0.008586052
Metabolism of proteins	HDAC3	0.096466846	0.008586052
Metabolism of proteins	HIPK2	0.065741692	0.008586052
Metabolism of proteins	HLTF	0.072029186	0.008586052
Metabolism of proteins	HMGB1	0.139025962	0.008586052
Metabolism of proteins	HMGN2	0.203288877	0.008586052
Metabolism of proteins	HNRNPA1	0.135559459	0.008586052
Metabolism of proteins	HPF1	0.057601762	0.008586052
Metabolism of proteins	HSD17B10	0.099315851	0.008586052
Metabolism of proteins	HSP90B1	0.069966623	0.008586052
Metabolism of proteins	HSPA9	0.137817334	0.008586052
Metabolism of proteins	IDE	0.050439588	0.008586052
Metabolism of proteins	IGBP1	0.113820089	0.008586052
Metabolism of proteins	IMPDH2	0.157950071	0.008586052
Metabolism of proteins	KDM2B	0.153570594	0.008586052
Metabolism of proteins	KIF2C	0.145834055	0.008586052
Metabolism of proteins	KPNA3	0.081597659	0.008586052
Metabolism of proteins	LBR	0.071888131	0.008586052
Metabolism of proteins	LDHB	0.139344094	0.008586052
Metabolism of proteins	LETMD1	0.083165551	0.008586052
Metabolism of proteins	LMAN1	0.118104638	0.008586052
Metabolism of proteins	LRRC47	0.055939294	0.008586052
Metabolism of proteins	LSM6	0.107039724	0.008586052
Metabolism of proteins	LSM8	0.136068823	0.008586052
Metabolism of proteins	LTA4H	0.11086777	0.008586052
Metabolism of proteins	LTV1	0.051242984	0.008586052
Metabolism of proteins	LYAR	0.055166692	0.008586052
Metabolism of proteins	MAPK8IP3	0.071105334	0.008586052
Metabolism of proteins	MAX	0.058151557	0.008586052
Metabolism of proteins	METTL17	0.102545359	0.008586052
Metabolism of proteins	MGAT1	0.079748229	0.008586052
Metabolism of proteins	MKNK2	0.152219495	0.008586052
Metabolism of proteins	MRPL39	0.101485159	0.008586052
Metabolism of proteins	MRPS22	0.077127915	0.008586052
Metabolism of proteins	NAA38	0.094494423	0.008586052
Metabolism of proteins	NAP1L1	0.163879216	0.008586052
Metabolism of proteins	NAXE	0.075701913	0.008586052
Metabolism of proteins	NCOA3	0.124945814	0.008586052
Metabolism of proteins	NCOR1	0.164452899	0.008586052
Metabolism of proteins	NCOR2	0.125015654	0.008586052
Metabolism of proteins	NDC80	0.151931746	0.008586052
Metabolism of proteins	NDUFB9	0.127207383	0.008586052
Metabolism of proteins	NEK1	0.073584937	0.008586052
Metabolism of proteins	NME1	0.131807263	0.008586052
Metabolism of proteins	NOA1	0.05854035	0.008586052
Metabolism of proteins	NOB1	0.11548189	0.008586052
Metabolism of proteins	NSA2	0.066011454	0.008586052
Metabolism of proteins	NUP107	0.121860872	0.008586052
Metabolism of proteins	NUP210	0.087356029	0.008586052
Metabolism of proteins	OXA1L	0.127617501	0.008586052
Metabolism of proteins	PA2G4	0.07996659	0.008586052
Metabolism of proteins	PABPC4	0.112189665	0.008586052
Metabolism of proteins	PCGF5	0.132013205	0.008586052
Metabolism of proteins	PCK2	0.147135832	0.008586052
Metabolism of proteins	PCLAF	0.289677482	0.008586052
Metabolism of proteins	PDCD6	0.100013225	0.008586052
Metabolism of proteins	PGK1	0.16762321	0.008586052
Metabolism of proteins	PGLS	0.116418304	0.008586052
Metabolism of proteins	PIN1	0.142829132	0.008586052
Metabolism of proteins	PLAGL1	0.058935443	0.008586052
Metabolism of proteins	PMPCA	0.06722132	0.008586052
Metabolism of proteins	PMPCB	0.098640737	0.008586052
Metabolism of proteins	POGLUT1	0.09177302	0.008586052
Metabolism of proteins	POLE4	0.10201741	0.008586052
Metabolism of proteins	POLR1D	0.163731241	0.008586052
Metabolism of proteins	PPIA	0.089601457	0.008586052
Metabolism of proteins	PPP2CA	0.099946223	0.008586052
Metabolism of proteins	PPP2R2A	0.059771788	0.008586052
Metabolism of proteins	PRDX4	0.086657883	0.008586052
Metabolism of proteins	PSMG2	0.149511328	0.008586052
Metabolism of proteins	RAB13	0.14345802	0.008586052
Metabolism of proteins	RAB1A	0.125574422	0.008586052
Metabolism of proteins	RAB39B	0.054345105	0.008586052
Metabolism of proteins	RAB4A	0.093162246	0.008586052
Metabolism of proteins	RAB5A	0.086326956	0.008586052
Metabolism of proteins	RAB8B	0.105503413	0.008586052
Metabolism of proteins	RABEP1	0.079986479	0.008586052
Metabolism of proteins	RAD23B	0.111733928	0.008586052
Metabolism of proteins	RANBP1	0.126258697	0.008586052
Metabolism of proteins	RANGAP1	0.090984471	0.008586052
Metabolism of proteins	RB1	0.106912735	0.008586052
Metabolism of proteins	RBBP8	0.064969927	0.008586052
Metabolism of proteins	RBM17	0.104571578	0.008586052
Metabolism of proteins	RBM25	0.056527129	0.008586052
Metabolism of proteins	RBM39	0.096726407	0.008586052
Metabolism of proteins	RBX1	0.126484615	0.008586052
Metabolism of proteins	RHBDD2	0.05292193	0.008586052
Metabolism of proteins	RNFT1	0.057530865	0.008586052
Metabolism of proteins	RPL17	0.065072679	0.008586052
Metabolism of proteins	RPL23	0.119191335	0.008586052
Metabolism of proteins	RPL26L1	0.102004018	0.008586052
Metabolism of proteins	RPL27	0.105587983	0.008586052
Metabolism of proteins	RPL37A	0.107716527	0.008586052
Metabolism of proteins	RPL38	0.115153795	0.008586052
Metabolism of proteins	RPL4	0.067268981	0.008586052
Metabolism of proteins	RPL5	0.052010452	0.008586052
Metabolism of proteins	RPL7L1	0.081638565	0.008586052
Metabolism of proteins	RPS16	0.06851191	0.008586052
Metabolism of proteins	RPS2	0.073850681	0.008586052
Metabolism of proteins	RPS20	0.123098145	0.008586052
Metabolism of proteins	RPS24	0.05440558	0.008586052
Metabolism of proteins	RPS27L	0.235823893	0.008586052
Metabolism of proteins	RPS29	0.118664413	0.008586052
Metabolism of proteins	RPS3	0.055906541	0.008586052
Metabolism of proteins	RPSA	0.071225211	0.008586052
Metabolism of proteins	RSL1D1	0.095512204	0.008586052
Metabolism of proteins	RYBP	0.074445994	0.008586052
Metabolism of proteins	SAMHD1	0.05975443	0.008586052
Metabolism of proteins	SAR1A	0.081656853	0.008586052
Metabolism of proteins	SEC22A	0.054171348	0.008586052
Metabolism of proteins	SEC22B	0.064250948	0.008586052
Metabolism of proteins	SERBP1	0.129178206	0.008586052
Metabolism of proteins	SF1	0.050303295	0.008586052
Metabolism of proteins	SF3B5	0.127844236	0.008586052
Metabolism of proteins	SHMT2	0.181015552	0.008586052
Metabolism of proteins	SLC25A6	0.143535327	0.008586052
Metabolism of proteins	SMAD2	0.053185586	0.008586052
Metabolism of proteins	SMC5	0.060707619	0.008586052
Metabolism of proteins	SMC6	0.119078885	0.008586052
Metabolism of proteins	SND1	0.085353606	0.008586052
Metabolism of proteins	SNRNP70	0.068727681	0.008586052
Metabolism of proteins	SRRT	0.105215086	0.008586052
Metabolism of proteins	STMN1	0.260380486	0.008586052
Metabolism of proteins	SUMO2	0.109036902	0.008586052
Metabolism of proteins	TBCB	0.088733949	0.008586052
Metabolism of proteins	TBCD	0.063738284	0.008586052
Metabolism of proteins	TCERG1	0.087757841	0.008586052
Metabolism of proteins	TFAM	0.061604226	0.008586052
Metabolism of proteins	TGIF2	0.050305487	0.008586052
Metabolism of proteins	TIMM9	0.055071803	0.008586052
Metabolism of proteins	TLK1	0.136285847	0.008586052
Metabolism of proteins	TMED10	0.065985225	0.008586052
Metabolism of proteins	TMEM219	0.094043632	0.008586052
Metabolism of proteins	TNFAIP8	0.087221909	0.008586052
Metabolism of proteins	TOP2A	0.250136903	0.008586052
Metabolism of proteins	TOP2B	0.108271433	0.008586052
Metabolism of proteins	TP53	0.080980974	0.008586052
Metabolism of proteins	TRAM1	0.067220044	0.008586052
Metabolism of proteins	TRAPPC8	0.055572806	0.008586052
Metabolism of proteins	TROAP	0.06546348	0.008586052
Metabolism of proteins	TRPC4AP	0.057388712	0.008586052
Metabolism of proteins	TSR1	0.097485564	0.008586052
Metabolism of proteins	TUBA1A	0.156627125	0.008586052
Metabolism of proteins	TUBA1B	0.101143429	0.008586052
Metabolism of proteins	TUBA1C	0.176532307	0.008586052
Metabolism of proteins	TUBB	0.087774374	0.008586052
Metabolism of proteins	TUBB2A	0.087459463	0.008586052
Metabolism of proteins	TUBB6	0.129073184	0.008586052
Metabolism of proteins	TUBG1	0.102023035	0.008586052
Metabolism of proteins	TXNDC5	0.055528774	0.008586052
Metabolism of proteins	U2AF2	0.067314436	0.008586052
Metabolism of proteins	UBE2G1	0.060120789	0.008586052
Metabolism of proteins	UBE2I	0.119045975	0.008586052
Metabolism of proteins	UBE2R2	0.102004261	0.008586052
Metabolism of proteins	UBXN1	0.090395346	0.008586052
Metabolism of proteins	USP1	0.141716799	0.008586052
Metabolism of proteins	USP24	0.105846518	0.008586052
Metabolism of proteins	VCP	0.117618203	0.008586052
Metabolism of proteins	VIRMA	0.064891484	0.008586052
Metabolism of proteins	VPS51	0.078992822	0.008586052
Metabolism of proteins	VRK1	0.095886868	0.008586052
Metabolism of proteins	WDHD1	0.10398903	0.008586052
Metabolism of proteins	WDR44	0.065673362	0.008586052
Metabolism of proteins	WWP2	0.064528773	0.008586052
Metabolism of proteins	XPO6	0.133595818	0.008586052
Metabolism of proteins	YBX1	0.122154838	0.008586052
Metabolism of proteins	YBX3	0.053983041	0.008586052
Metabolism of proteins	YWHAH	0.189363162	0.008586052
Metabolism of proteins	ZNF22	0.050690294	0.008586052
Metabolism of proteins	ZNF581	0.125316079	0.008586052
Metabolism of proteins	ZWILCH	0.079154363	0.008586052
Metabolism	ANXA5	0.181959795	0.004679314
Metabolism	ARHGAP15	0.067079045	0.004679314
Metabolism	ARL8B	0.146856466	0.004679314
Metabolism	ATP5F1A	0.152723684	0.004679314
Metabolism	ATP5F1B	0.149041538	0.004679314
Metabolism	ATP5F1C	0.139458912	0.004679314
Metabolism	ATP6V0B	0.09358192	0.004679314
Metabolism	ATP6V1B2	0.080193648	0.004679314
Metabolism	CORO1C	0.121784453	0.004679314
Metabolism	CUEDC2	0.111562165	0.004679314
Metabolism	CXCR5	0.059693268	0.004679314
Metabolism	ESD	0.10696308	0.004679314
Metabolism	GLRX	0.050156178	0.004679314
Metabolism	GNA13	0.087282209	0.004679314
Metabolism	HERC6	0.010429923	0.004679314
Metabolism	HPRT1	0.129254716	0.004679314
Metabolism	LAMTOR3	0.105374232	0.004679314
Metabolism	LAMTOR5	0.152354053	0.004679314
Metabolism	MYH10	0.094260915	0.004679314
Metabolism	NAMPT	0.05245725	0.004679314
Metabolism	NQO1	0.23311216	0.004679314
Metabolism	PDE4B	0.105881504	0.004679314
Metabolism	PI4KA	0.052262877	0.004679314
Metabolism	PICALM	0.103658853	0.004679314
Metabolism	PIK3CD	0.115831038	0.004679314
Metabolism	PIK3CG	0.100621165	0.004679314
Metabolism	PIK3R1	0.086073208	0.004679314
Metabolism	PLEK	0.111248449	0.004679314
Metabolism	PPP1CA	0.149758519	0.004679314
Metabolism	PPP1R12A	0.082592499	0.004679314
Metabolism	PPP3R1	0.075991494	0.004679314
Metabolism	PRPS1	0.074647677	0.004679314
Metabolism	PTEN	0.101042036	0.004679314
Metabolism	PTPN1	0.139138736	0.004679314
Metabolism	RACK1	0.059899026	0.004679314
Metabolism	RPS6KA1	0.121754612	0.004679314
Metabolism	RRM2	0.26195895	0.004679314
Metabolism	S100A10	0.245743753	0.004679314
Metabolism	S100A11	0.180269245	0.004679314
Metabolism	S100A4	0.126321752	0.004679314
Metabolism	S100A6	0.068645843	0.004679314
Metabolism	SDHD	0.120928427	0.004679314
Metabolism	SERPINB9	0.068590448	0.004679314
Metabolism	SHOC2	0.07439161	0.004679314
Metabolism	SUCO	0.054532611	0.004679314
Metabolism	TATDN1	0.08326858	0.004679314
Metabolism	UQCR11	0.108966737	0.004679314
Metabolism	VAPA	0.056345166	0.004679314
Metabolism	YTHDF3	0.051055424	0.004679314
Metabolism	ACSL1	0.127395028	0.004679314
Metabolism	ADIPOR1	0.092792688	0.004679314
Metabolism	ADSL	0.155292438	0.004679314
Metabolism	ALOX5AP	0.197854219	0.004679314
Metabolism	ARHGAP25	0.102866125	0.004679314
Metabolism	ARNT	0.062087684	0.004679314
Metabolism	ATP2A2	0.05264178	0.004679314
Metabolism	BLVRB	0.074004146	0.004679314
Metabolism	CAPNS1	0.153842257	0.004679314
Metabolism	GGCT	0.152203011	0.004679314
Metabolism	GM2A	0.137479509	0.004679314
Metabolism	HEXB	0.066004436	0.004679314
Metabolism	HIF1A	0.058304999	0.004679314
Metabolism	IFI35	0.051738695	0.004679314
Metabolism	IFITM3	0.057962361	0.004679314
Metabolism	KYNU	0.117687395	0.004679314
Metabolism	LAP3	0.067101814	0.004679314
Metabolism	MAGT1	0.080354085	0.004679314
Metabolism	MAP3K14	0.141901585	0.004679314
Metabolism	MAP3K8	0.135318463	0.004679314
Metabolism	NAE1	0.056822738	0.004679314
Metabolism	PFKFB3	0.084622804	0.004679314
Metabolism	PLCG2	0.117870183	0.004679314
Metabolism	PRDX2	0.125759938	0.004679314
Metabolism	PSMD4	0.089961644	0.004679314
Metabolism	SLIRP	0.069231795	0.004679314
Metabolism	SMS	0.177465209	0.004679314
Metabolism	SQOR	0.072245304	0.004679314
Metabolism	SREBF2	0.111737751	0.004679314
Metabolism	SSR1	0.077693275	0.004679314
Metabolism	SSR2	0.131148859	0.004679314
Metabolism	SSR3	0.158465611	0.004679314
Metabolism	TEC	0.065657101	0.004679314
Metabolism	TNFRSF4	0.109575089	0.004679314
Metabolism	TNFSF4	0.158579052	0.004679314
Metabolism	TST	0.057013115	0.004679314
Metabolism	TXNRD2	0.052697735	0.004679314
Metabolism	TYMS	0.280571797	0.004679314
Metabolism	VDAC2	0.149948721	0.004679314
Metabolism	XBP1	0.057382543	0.004679314
Metabolism	ZFP36L2	0.074840522	0.004679314
Metabolism	ACBD6	0.107704138	0.004679314
Metabolism	C1QBP	0.112365425	0.004679314
Metabolism	CBR1	0.096874046	0.004679314
Metabolism	CUL9	0.059622357	0.004679314
Metabolism	DHPS	0.085163238	0.004679314
Metabolism	DLAT	0.073045466	0.004679314
Metabolism	EIF1	0.11360163	0.004679314
Metabolism	EIF1AX	0.112758648	0.004679314
Metabolism	EIF3K	0.106645107	0.004679314
Metabolism	EIF5	0.116800241	0.004679314
Metabolism	EMC4	0.07836913	0.004679314
Metabolism	ESYT1	0.091751716	0.004679314
Metabolism	ESYT2	0.080657419	0.004679314
Metabolism	ETFA	0.12920869	0.004679314
Metabolism	FADS2	0.056539632	0.004679314
Metabolism	FDFT1	0.121542212	0.004679314
Metabolism	GAPDH	0.110080466	0.004679314
Metabolism	GART	0.087101761	0.004679314
Metabolism	GSS	0.097466374	0.004679314
Metabolism	IDE	0.050439588	0.004679314
Metabolism	IMPDH2	0.157950071	0.004679314
Metabolism	LBR	0.071888131	0.004679314
Metabolism	LDHB	0.139344094	0.004679314
Metabolism	METTL17	0.102545359	0.004679314
Metabolism	MGAT1	0.079748229	0.004679314
Metabolism	NAXE	0.075701913	0.004679314
Metabolism	NDUFB9	0.127207383	0.004679314
Metabolism	NME1	0.131807263	0.004679314
Metabolism	PCLAF	0.289677482	0.004679314
Metabolism	PDCD6	0.100013225	0.004679314
Metabolism	PGK1	0.16762321	0.004679314
Metabolism	PGLS	0.116418304	0.004679314
Metabolism	PMPCA	0.06722132	0.004679314
Metabolism	PMPCB	0.098640737	0.004679314
Metabolism	PPIA	0.089601457	0.004679314
Metabolism	PPP2R2A	0.059771788	0.004679314
Metabolism	SERBP1	0.129178206	0.004679314
Metabolism	TBCB	0.088733949	0.004679314
Metabolism	TRAM1	0.067220044	0.004679314
Metabolism	WDR44	0.065673362	0.004679314
Metabolism	ACLY	0.096205575	0.004679314
Metabolism	ATIC	0.074539058	0.004679314
Metabolism	CAPG	0.25434739	0.004679314
Metabolism	DKC1	0.056972913	0.004679314
Metabolism	GLOD4	0.09686241	0.004679314
Metabolism	LRRC59	0.094310288	0.004679314
Metabolism	LSM3	0.172404318	0.004679314
Metabolism	MPHOSPH9	0.078068763	0.004679314
Metabolism	MRM2	0.11913641	0.004679314
Metabolism	NUP58	0.092956303	0.004679314
Metabolism	ODC1	0.079256026	0.004679314
Metabolism	PPIL3	0.074595817	0.004679314
Metabolism	PPP1CC	0.148427339	0.004679314
Metabolism	UCK2	0.067175495	0.004679314
Metabolism	UMPS	0.074670239	0.004679314
Metabolism	DUT	0.190171611	0.004679314
Metabolism	MLX	0.080637957	0.004679314
Metabolism	PAFAH1B1	0.107296746	0.004679314
Metabolism	RNASEH2C	0.09445838	0.004679314
Metabolism	RRM1	0.144873076	0.004679314
Metabolism	SFI1	0.076822335	0.004679314
Metabolism	SPDL1	0.069195018	0.004679314
Metabolism	TFEB	0.089697006	0.004679314
Metabolism	TK1	0.171039331	0.004679314
Metabolism	AP2S1	0.203177053	0.004679314
Metabolism	CHKB	0.065254163	0.004679314
Metabolism	EMD	0.103891945	0.004679314
Metabolism	PAPSS1	0.105640769	0.004679314
Metabolism	PCBD1	0.126660291	0.004679314
Metabolism	PPP2R5C	0.093622698	0.004679314
Metabolism	SCLY	0.060918639	0.004679314
Metabolism	TWF2	0.148013131	0.004679314
Metabolism	BCL11A	0.080908451	0.004679314
Metabolism	GTF3A	0.075089647	0.004679314
Metabolism	HDAC7	0.050674616	0.004679314
Metabolism	PGAM1	0.200347191	0.004679314
Metabolism	PGM1	0.072646528	0.004679314
Metabolism	RNPEP	0.12068855	0.004679314
Metabolism	SLC25A5	0.165184457	0.004679314
Metabolism	ACAT1	0.110494091	0.004679314
Metabolism	ACSL5	0.07678458	0.004679314
Metabolism	ACYP2	0.054490801	0.004679314
Metabolism	ADA	0.206033172	0.004679314
Metabolism	AGPAT3	0.072603029	0.004679314
Metabolism	AK2	0.055310443	0.004679314
Metabolism	AKR1B1	0.170991299	0.004679314
Metabolism	ANXA7	0.065270107	0.004679314
Metabolism	AZIN1	0.089668853	0.004679314
Metabolism	BNIP2	0.09648427	0.004679314
Metabolism	BNIP3	0.119236239	0.004679314
Metabolism	CERT1	0.08817169	0.004679314
Metabolism	CHD6	0.085681836	0.004679314
Metabolism	CHRAC1	0.067142078	0.004679314
Metabolism	CLDND1	0.062637482	0.004679314
Metabolism	CLIC4	0.140959107	0.004679314
Metabolism	CNN2	0.168757501	0.004679314
Metabolism	COTL1	0.230154976	0.004679314
Metabolism	COX5A	0.131363585	0.004679314
Metabolism	COX5B	0.119667403	0.004679314
Metabolism	COX6A1	0.104261737	0.004679314
Metabolism	COX6C	0.126662117	0.004679314
Metabolism	COX7A2	0.125413053	0.004679314
Metabolism	COX7A2L	0.167807059	0.004679314
Metabolism	COX7C	0.109641955	0.004679314
Metabolism	COX8A	0.161082992	0.004679314
Metabolism	CPOX	0.058340801	0.004679314
Metabolism	CPT2	0.054238658	0.004679314
Metabolism	CYC1	0.131713851	0.004679314
Metabolism	DBI	0.123184203	0.004679314
Metabolism	EFHD2	0.078680873	0.004679314
Metabolism	FH	0.117264548	0.004679314
Metabolism	GCSH	0.119231427	0.004679314
Metabolism	GMIP	0.07726416	0.004679314
Metabolism	GOLIM4	0.081071668	0.004679314
Metabolism	GYG1	0.061429418	0.004679314
Metabolism	HADH	0.115708424	0.004679314
Metabolism	HERPUD2	0.063762061	0.004679314
Metabolism	HEXA	0.055952584	0.004679314
Metabolism	HK1	0.079196751	0.004679314
Metabolism	HTATIP2	0.071740939	0.004679314
Metabolism	IDH2	0.191160715	0.004679314
Metabolism	IDH3G	0.094448362	0.004679314
Metabolism	LRP10	0.058915352	0.004679314
Metabolism	NDUFB5	0.135187579	0.004679314
Metabolism	NDUFS3	0.124572701	0.004679314
Metabolism	NDUFS5	0.110910644	0.004679314
Metabolism	NDUFS8	0.121688542	0.004679314
Metabolism	NDUFV2	0.150740813	0.004679314
Metabolism	OAZ2	0.055098468	0.004679314
Metabolism	OSBP	0.096824307	0.004679314
Metabolism	PDE8A	0.091635718	0.004679314
Metabolism	PKIG	0.165987854	0.004679314
Metabolism	PLIN2	0.069707208	0.004679314
Metabolism	PNP	0.090264256	0.004679314
Metabolism	PPP1R2	0.069428888	0.004679314
Metabolism	PRDX1	0.058902443	0.004679314
Metabolism	PRMT2	0.136422855	0.004679314
Metabolism	PTGES2	0.08942946	0.004679314
Metabolism	RDX	0.138551725	0.004679314
Metabolism	SDHA	0.186639706	0.004679314
Metabolism	SLC25A11	0.067227577	0.004679314
Metabolism	SLC35F5	0.06799832	0.004679314
Metabolism	SNX10	0.101563588	0.004679314
Metabolism	SNX14	0.090315091	0.004679314
Metabolism	TAGLN2	0.104188705	0.004679314
Metabolism	TFEC	0.050299149	0.004679314
Metabolism	TTC3	0.110191993	0.004679314
Metabolism	UCP2	0.082937071	0.004679314
Metabolism	UQCR10	0.126081677	0.004679314
Metabolism	UQCRB	0.114364362	0.004679314
Metabolism	UQCRC1	0.171810325	0.004679314
Metabolism	UQCRC2	0.083654683	0.004679314
Metabolism	UQCRFS1	0.132075707	0.004679314
Metabolism	UQCRH	0.193280325	0.004679314
Metabolism	UQCRQ	0.134567381	0.004679314
Metabolism	ZRANB2	0.058295911	0.004679314
Disease	AKT3	0.135031011	0.003779592
Disease	ANXA2	0.162763412	0.003779592
Disease	AP2B1	0.068433581	0.003779592
Disease	AP2M1	0.151895128	0.003779592
Disease	AP3M1	0.058239002	0.003779592
Disease	APBB1IP	0.120207318	0.003779592
Disease	APC	0.085414072	0.003779592
Disease	ATP2B1	0.0779053	0.003779592
Disease	BMPR2	0.062051492	0.003779592
Disease	BRAF	0.061515282	0.003779592
Disease	CAMLG	0.101223982	0.003779592
Disease	CCND2	0.073609814	0.003779592
Disease	CCR7	0.20200198	0.003779592
Disease	CD83	0.080646277	0.003779592
Disease	CDK1	0.157186433	0.003779592
Disease	CDK2	0.06126489	0.003779592
Disease	CDK9	0.052040624	0.003779592
Disease	CDKN3	0.156828459	0.003779592
Disease	CSK	0.08440809	0.003779592
Disease	CTBP1	0.081754198	0.003779592
Disease	CTSA	0.067635899	0.003779592
Disease	EIF2AK2	0.077150903	0.003779592
Disease	EPS15	0.071325475	0.003779592
Disease	ERC1	0.102945054	0.003779592
Disease	FLNA	0.179382808	0.003779592
Disease	FXR1	0.102689246	0.003779592
Disease	GCH1	0.045750738	0.003779592
Disease	GID8	0.081081591	0.003779592
Disease	GNA13	0.087282209	0.003779592
Disease	GOLGB1	0.100737191	0.003779592
Disease	GSK3A	0.058298404	0.003779592
Disease	GTF2I	0.129311308	0.003779592
Disease	IKZF3	0.084339236	0.003779592
Disease	KRAS	0.166332693	0.003779592
Disease	MAEA	0.069436391	0.003779592
Disease	MAML2	0.12367522	0.003779592
Disease	MAP2K1	0.081510013	0.003779592
Disease	MAP2K2	0.17626727	0.003779592
Disease	MAP2K5	0.059079225	0.003779592
Disease	MAP3K1	0.080386965	0.003779592
Disease	MAPK1	0.109758583	0.003779592
Disease	MARK3	0.081712711	0.003779592
Disease	MKLN1	0.082010225	0.003779592
Disease	MTOR	0.070662073	0.003779592
Disease	NRAS	0.083263951	0.003779592
Disease	PDE3B	0.05422338	0.003779592
Disease	PEA15	0.103472354	0.003779592
Disease	PHF21A	0.067210735	0.003779592
Disease	PIK3CA	0.051058631	0.003779592
Disease	PIK3CB	0.05236809	0.003779592
Disease	PIK3CD	0.115831038	0.003779592
Disease	PIK3CG	0.100621165	0.003779592
Disease	PIK3R1	0.086073208	0.003779592
Disease	PIK3R5	0.100585803	0.003779592
Disease	PPP1CA	0.149758519	0.003779592
Disease	PPP1R12A	0.082592499	0.003779592
Disease	PPP3CA	0.075566036	0.003779592
Disease	PPP3R1	0.075991494	0.003779592
Disease	PRKCD	0.118830724	0.003779592
Disease	PSIP1	0.219902905	0.003779592
Disease	PTPN2	0.078487592	0.003779592
Disease	PTPN7	0.061195068	0.003779592
Disease	PTTG1	0.185915979	0.003779592
Disease	QKI	0.057039184	0.003779592
Disease	RALBP1	0.081308523	0.003779592
Disease	RANBP2	0.099700701	0.003779592
Disease	RAP1A	0.08707429	0.003779592
Disease	RAP1B	0.149877526	0.003779592
Disease	RCOR3	0.052576864	0.003779592
Disease	RMND5A	0.076629804	0.003779592
Disease	RPTOR	0.053133906	0.003779592
Disease	RRAS2	0.125007843	0.003779592
Disease	S100A10	0.245743753	0.003779592
Disease	S100A4	0.126321752	0.003779592
Disease	S100A6	0.068645843	0.003779592
Disease	SGK1	0.08126212	0.003779592
Disease	SHOC2	0.07439161	0.003779592
Disease	SIRT7	0.056073456	0.003779592
Disease	SOCS3	0.017591709	0.003779592
Disease	SP3	0.074518905	0.003779592
Disease	TCF7	0.081863684	0.003779592
Disease	TNFAIP3	0.145816529	0.003779592
Disease	TRAK1	0.075432392	0.003779592
Disease	UGCG	0.120569652	0.003779592
Disease	USP8	0.086277463	0.003779592
Disease	VPS33A	0.076366694	0.003779592
Disease	VPS39	0.069963643	0.003779592
Disease	VPS41	0.075630829	0.003779592
Disease	XPO1	0.11982473	0.003779592
Disease	AGGF1	0.093350347	0.003779592
Disease	B2M	-0.024346657	0.003779592
Disease	BECN1	0.061279888	0.003779592
Disease	CCNC	0.06801751	0.003779592
Disease	CDK4	0.146571061	0.003779592
Disease	CDKN1A	0.193077277	0.003779592
Disease	CKS1B	0.226829478	0.003779592
Disease	CSE1L	0.139366128	0.003779592
Disease	CTSH	0.286181304	0.003779592
Disease	ELOB	0.097053068	0.003779592
Disease	FBXW11	0.089218303	0.003779592
Disease	GGCT	0.152203011	0.003779592
Disease	GTF2A2	0.140960341	0.003779592
Disease	IFI16	0.114459546	0.003779592
Disease	ILK	0.101190249	0.003779592
Disease	KPNA4	0.068176253	0.003779592
Disease	KPNA6	0.057327784	0.003779592
Disease	LY86	0.054057238	0.003779592
Disease	MAGT1	0.080354085	0.003779592
Disease	MAP3K3	0.056909337	0.003779592
Disease	MYD88	0.032234468	0.003779592
Disease	NFKBIZ	0.051805265	0.003779592
Disease	PAICS	0.118482327	0.003779592
Disease	PDPK1	0.077466224	0.003779592
Disease	PELI1	0.065349325	0.003779592
Disease	PFKFB3	0.084622804	0.003779592
Disease	PIK3AP1	0.066756232	0.003779592
Disease	PSMA1	0.079628042	0.003779592
Disease	PSMC3	0.09909875	0.003779592
Disease	PSMC4	0.071960806	0.003779592
Disease	PSMC5	0.081394334	0.003779592
Disease	PSMD13	0.096962419	0.003779592
Disease	PSMD2	0.131483641	0.003779592
Disease	PSMD4	0.089961644	0.003779592
Disease	PSMD6	0.09925197	0.003779592
Disease	PSMD7	0.091105962	0.003779592
Disease	RAN	0.12449475	0.003779592
Disease	SAMD9L	0.049987121	0.003779592
Disease	SGO2	0.076481156	0.003779592
Disease	SP110	0.098025942	0.003779592
Disease	SQSTM1	0.122228779	0.003779592
Disease	SSR1	0.077693275	0.003779592
Disease	STUB1	0.096296809	0.003779592
Disease	TAX1BP1	0.103169696	0.003779592
Disease	TNIP1	0.195085939	0.003779592
Disease	TOLLIP	0.057290997	0.003779592
Disease	TRIM14	0.011691264	0.003779592
Disease	TRIM22	0.100300003	0.003779592
Disease	TSPO	0.217432193	0.003779592
Disease	UBB	0.111906441	0.003779592
Disease	ZC3HAV1	0.112317237	0.003779592
Disease	CDC37	0.118450612	0.003779592
